,公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数,累计确诊人数,累计治愈人数,累计死亡人数,核减,治愈核减,死亡核减
2794,2月1日,地区级,上海,崇明,1.0,,,,,,,,
2795,2月1日,地区级,上海,地区待确认,,1.0,,,,,,,
2796,2月1日,地区级,上海,静安,1.0,,,,,,,,
2797,2月1日,地区级,上海,浦东,5.0,,,,,,,,
2798,2月1日,地区级,上海,普陀,1.0,,,,,,,,
2799,2月1日,地区级,上海,松江,4.0,,,,,,,,
2800,2月1日,地区级,上海,外地来沪,6.0,,,,,,,,
2801,2月1日,地区级,上海,徐汇,2.0,,,,,,,,
2802,2月1日,地区级,上海,长宁,1.0,,,,,,,,
2803,2月1日,省级,上海,,24.0,1.0,,,10.0,1.0,,,
2804,2月1日,地区级,四川,成都,1.0,,,,,1.0,,,
2805,2月1日,地区级,四川,德阳,3.0,,,,,,,,
2806,2月1日,地区级,四川,广安,4.0,,,,,,,,
2807,2月1日,地区级,四川,广元,3.0,,,,,,,,
2808,2月1日,地区级,四川,泸州,1.0,,,,,,,,
2809,2月1日,地区级,四川,绵阳,2.0,,,,,,,,
2810,2月1日,地区级,四川,南充,7.0,,,,,,,,
2811,2月1日,地区级,四川,内江,1.0,,,,,,,,
2812,2月1日,地区级,四川,攀枝花,2.0,,,,,,,,
2813,2月1日,省级,四川,,24.0,,,,3.0,1.0,,,
2814,2月1日,省级,台湾,,,,,,,,,,
2815,2月1日,地区级,天津,宝坻区,3.0,,,,,,,,
2816,2月1日,地区级,天津,东丽区,3.0,,,,,,,,
2817,2月1日,地区级,天津,河北区,1.0,,,,,,,,
2818,2月1日,地区级,天津,河东区,1.0,,,,,,,,
2819,2月1日,地区级,天津,宁河区,1.0,,,,,,,,
2820,2月1日,省级,天津,,9.0,,,,,,,,
2821,2月1日,省级,西藏,,,,,,,,,,
2822,2月1日,地区级,香港,香港,1.0,,,,,,,,
2823,2月1日,省级,香港,,1.0,,,,,,,,
2824,2月1日,地区级,新疆,兵团第九师,3.0,,,,,,,,
2825,2月1日,省级,新疆,,3.0,,,,,,,,
2826,2月1日,地区级,云南,保山,1.0,,,,,,,,
2827,2月1日,地区级,云南,大理,1.0,1.0,,,,,,,
2828,2月1日,地区级,云南,红河,1.0,,,,,,,,
2829,2月1日,地区级,云南,昆明,1.0,,,,,,,,
2830,2月1日,地区级,云南,玉溪,4.0,,,,,,,,
2831,2月1日,省级,云南,,8.0,1.0,,,2.0,,,,
2832,2月1日,地区级,浙江,杭州,12.0,2.0,,,,,,,
2833,2月1日,地区级,浙江,嘉兴,1.0,,,,,,,,
2834,2月1日,地区级,浙江,丽水,6.0,,,,,,,,
2835,2月1日,地区级,浙江,宁波,11.0,,,,,,,,
2836,2月1日,地区级,浙江,绍兴,3.0,1.0,,,,,,,
2837,2月1日,地区级,浙江,台州,5.0,3.0,,,,,,,
2838,2月1日,地区级,浙江,温州,24.0,2.0,,,,,,,
2839,2月1日,省级,浙江,,62.0,8.0,,,23.0,,,,
2840,2月1日,地区级,重庆,垫江县,1.0,,,,,,,,
2841,2月1日,地区级,重庆,丰都县,1.0,1.0,,,,,,,
2842,2月1日,地区级,重庆,奉节县,3.0,,,,,,,,
2843,2月1日,地区级,重庆,江北区,1.0,,,,,,,,
2844,2月1日,地区级,重庆,九龙坡区,2.0,,,,,,,,
2845,2月1日,地区级,重庆,两江新区,2.0,,,,,,,,
2846,2月1日,地区级,重庆,南岸区,1.0,,,,,,,,
2847,2月1日,地区级,重庆,铜梁区,2.0,,,,,,,,
2848,2月1日,地区级,重庆,万州区,6.0,,,,,,,,
2849,2月1日,地区级,重庆,巫溪县,1.0,,,,,,,,
2850,2月1日,地区级,重庆,秀山县,,1.0,,,,,,,
2851,2月1日,地区级,重庆,渝北区,1.0,,,,,,,,
2852,2月1日,地区级,重庆,渝中区,2.0,,,,,,,,
2853,2月1日,地区级,重庆,云阳县,1.0,,,,,,,,
2854,2月1日,省级,重庆,,24.0,2.0,,,3.0,1.0,,,
2855,2月1日,国家级,,,2590.0,85.0,45.0,,,,-1.0,,
2856,2月2日,地区级,安徽,安庆,4.0,,,,,,,,
2857,2月2日,地区级,安徽,蚌埠,11.0,,,,,,,,
2858,2月2日,地区级,安徽,亳州,9.0,,,,,,,,
2859,2月2日,地区级,安徽,滁州,2.0,,,,,,,,
2860,2月2日,地区级,安徽,阜阳,6.0,,,,,,,,
2861,2月2日,地区级,安徽,合肥,16.0,,,,,,,,
2862,2月2日,地区级,安徽,淮北,2.0,,,,,,,,
2863,2月2日,地区级,安徽,淮南,1.0,,,,,,,,
2864,2月2日,地区级,安徽,六安,7.0,,,,,,,,
2865,2月2日,地区级,安徽,马鞍山,1.0,,,,,,,,
2866,2月2日,地区级,安徽,铜陵,2.0,,,,,,,,
2867,2月2日,地区级,安徽,芜湖,,1.0,,,,,,,
2868,2月2日,地区级,安徽,宿州,7.0,,,,,,,,
2869,2月2日,地区级,安徽,宣城,,1.0,,,,,,,
2870,2月2日,省级,安徽,,68.0,2.0,,,7.0,,,,
2871,2月2日,地区级,澳门,澳门,1.0,,,,,,,,
2872,2月2日,省级,澳门,,1.0,,,,,,,,
2873,2月2日,地区级,北京,昌平,1.0,,,,,,,,
2874,2月2日,地区级,北京,朝阳,,,,,,,-4.0,,
2875,2月2日,地区级,北京,大兴,7.0,,,,,,,,
2876,2月2日,地区级,北京,地区待确认,,3.0,,,,,,,
2877,2月2日,地区级,北京,东城,,,,,,,-1.0,,
2878,2月2日,地区级,北京,房山,2.0,,,,,,,,
2879,2月2日,地区级,北京,丰台,1.0,,,,,,,,
2880,2月2日,地区级,北京,海淀,1.0,,,,,,,,
2881,2月2日,地区级,北京,怀柔,2.0,,,,,,,,
2882,2月2日,地区级,北京,门头沟,2.0,,,,,,,,
2883,2月2日,地区级,北京,石景山,1.0,,,,,,,,
2884,2月2日,地区级,北京,顺义,,,,,,,-1.0,,
2885,2月2日,地区级,北京,外地来京,8.0,,,,,,,,
2886,2月2日,地区级,北京,西城,9.0,,,,,,,,
2887,2月2日,地区级,北京,延庆,1.0,,,,,,,,
2888,2月2日,省级,北京,,35.0,3.0,,,12.0,1.0,-6.0,,
2889,2月2日,地区级,福建,福州,3.0,,,,,,,,
2890,2月2日,地区级,福建,南平,3.0,,,,,,,,
2891,2月2日,地区级,福建,宁德,3.0,,,,,,,,
2892,2月2日,地区级,福建,莆田,7.0,,,,,,,,
2893,2月2日,地区级,福建,泉州,2.0,,,,,,,,
2894,2月2日,地区级,福建,厦门,1.0,,,,,,,,
2895,2月2日,地区级,福建,漳州,1.0,,,,,,,,
2896,2月2日,省级,福建,,20.0,,,,,,,,
2897,2月2日,地区级,甘肃,定西,,1.0,,,,,,,
2898,2月2日,地区级,甘肃,兰州,3.0,2.0,,,,,,,
2899,2月2日,地区级,甘肃,临夏,1.0,,,,,,,,
2900,2月2日,地区级,甘肃,陇南,1.0,,,,,,,,
2901,2月2日,地区级,甘肃,庆阳,1.0,,,,,,,,
2902,2月2日,地区级,甘肃,天水,5.0,,,,,,,,
2903,2月2日,省级,甘肃,,11.0,3.0,,,3.0,,,,
2904,2月2日,地区级,广东,潮州,1.0,,,,,,,,
2905,2月2日,地区级,广东,地区待确认,,1.0,,,,,,,
2906,2月2日,地区级,广东,东莞,4.0,,,,,,,,
2907,2月2日,地区级,广东,佛山,4.0,,,,,,,,
2908,2月2日,地区级,广东,广州,14.0,,,,,,,,
2909,2月2日,地区级,广东,惠州,5.0,,,,,,,,
2910,2月2日,地区级,广东,江门,1.0,,,,,,,,
2911,2月2日,地区级,广东,茂名,1.0,,,,,,,,
2912,2月2日,地区级,广东,梅州,1.0,,,,,,,,
2913,2月2日,地区级,广东,清远,,1.0,,,,,,,
2914,2月2日,地区级,广东,汕头,3.0,,,,,,,,
2915,2月2日,地区级,广东,汕尾,1.0,,,,,,,,
2916,2月2日,地区级,广东,深圳,30.0,,,,,,,,
2917,2月2日,地区级,广东,中山,4.0,,,,,,,,
2918,2月2日,地区级,广东,珠海,10.0,,,,,,,,
2919,2月2日,省级,广东,,79.0,2.0,,,14.0,,,,
2920,2月2日,地区级,广西,北海,3.0,,,,,,,,
2921,2月2日,地区级,广西,防城港,1.0,,,,,,,,
2922,2月2日,地区级,广西,贵港,1.0,,,,,,,,
2923,2月2日,地区级,广西,桂林,1.0,,,,,,,,
2924,2月2日,地区级,广西,贺州,1.0,,,,,,,,
2925,2月2日,地区级,广西,柳州,2.0,,,,,,,,
2926,2月2日,地区级,广西,南宁,6.0,,,,,,,,
2927,2月2日,地区级,广西,玉林,1.0,,,,,,,,
2928,2月2日,省级,广西,,16.0,,,,2.0,,,,
2929,2月2日,地区级,贵州,贵阳,1.0,,,,,,,,
2930,2月2日,地区级,贵州,六盘水,1.0,,,,,,,,
2931,2月2日,地区级,贵州,铜仁,3.0,,,,,,,,
2932,2月2日,地区级,贵州,遵义,3.0,,,,,,,,
2933,2月2日,省级,贵州,,8.0,,,,2.0,,,,
2934,2月2日,地区级,海南,昌江县,2.0,,,,,,,,
2935,2月2日,地区级,海南,儋州,1.0,,,,,,,,
2936,2月2日,地区级,海南,海口,2.0,,,,,,,,
2937,2月2日,地区级,海南,琼海,1.0,,,,,,,,
2938,2月2日,地区级,海南,三亚,,3.0,,,,,,,
2939,2月2日,地区级,海南,文昌,1.0,,,,,,,,
2940,2月2日,省级,海南,,7.0,3.0,,,4.0,1.0,,,
2941,2月2日,地区级,河北,廊坊,1.0,,,,,,,,
2942,2月2日,地区级,河北,秦皇岛,1.0,,,,,,,,
2943,2月2日,地区级,河北,石家庄,3.0,,,,,,,,
2944,2月2日,地区级,河北,邢台,4.0,,,,,,,,
2945,2月2日,省级,河北,,9.0,,,,3.0,1.0,,,
2946,2月2日,地区级,河南,安阳,4.0,,,,,,,,
2947,2月2日,地区级,河南,地区待确认,,1.0,,,,,,,
2948,2月2日,地区级,河南,济源示范区,2.0,,,,,,,,
2949,2月2日,地区级,河南,焦作,1.0,,,,,,,,
2950,2月2日,地区级,河南,漯河,4.0,,,,,,,,
2951,2月2日,地区级,河南,南阳,8.0,1.0,,,,,,,
2952,2月2日,地区级,河南,平顶山,5.0,,,,,,,,
2953,2月2日,地区级,河南,商丘,6.0,,,,,,,,
2954,2月2日,地区级,河南,新乡,4.0,,,,,,,,
2955,2月2日,地区级,河南,信阳,11.0,4.0,,,,,,,
2956,2月2日,地区级,河南,许昌,2.0,,,,,,,,
2957,2月2日,地区级,河南,郑州,7.0,3.0,,,,,,,
2958,2月2日,地区级,河南,周口,7.0,1.0,,,,,,,
2959,2月2日,地区级,河南,驻马店,12.0,,,,,,,,
2960,2月2日,省级,河南,,73.0,10.0,,,14.0,2.0,,,
2961,2月2日,地区级,黑龙江,大庆,3.0,,,,,,,,
2962,2月2日,地区级,黑龙江,哈尔滨,11.0,,,,,,,,
2963,2月2日,地区级,黑龙江,鸡西,2.0,,,,,,,,
2964,2月2日,地区级,黑龙江,牡丹江,1.0,,,,,,,,
2965,2月2日,地区级,黑龙江,七台河,1.0,,,,,,,,
2966,2月2日,地区级,黑龙江,双鸭山,3.0,,,,,,,,
2967,2月2日,地区级,黑龙江,绥化,2.0,,,,,,,,
2968,2月2日,省级,黑龙江,,23.0,,,,2.0,2.0,,,
2969,2月2日,地区级,湖北,鄂州,28.0,2.0,2.0,,,,,,
2970,2月2日,地区级,湖北,恩施州,6.0,4.0,,,,,,,
2971,2月2日,地区级,湖北,黄冈,244.0,5.0,2.0,,,,,,
2972,2月2日,地区级,湖北,黄石,82.0,8.0,,,,,,,
2973,2月2日,地区级,湖北,荆门,16.0,3.0,4.0,,,,,,
2974,2月2日,地区级,湖北,荆州,166.0,2.0,2.0,,,,,,
2975,2月2日,地区级,湖北,十堰,44.0,2.0,,,,,,,
2976,2月2日,地区级,湖北,随州,74.0,,2.0,,,,,,
2977,2月2日,地区级,湖北,天门,16.0,,3.0,,,,,,
2978,2月2日,地区级,湖北,武汉,1033.0,53.0,41.0,,,,,,
2979,2月2日,地区级,湖北,仙桃,29.0,,,,,,,,
2980,2月2日,地区级,湖北,咸宁,50.0,,,,,,,,
2981,2月2日,地区级,湖北,襄阳,107.0,,,,,,,,
2982,2月2日,地区级,湖北,孝感,169.0,,,,,,,,
2983,2月2日,地区级,湖北,宜昌,39.0,1.0,,,,,,,
2984,2月2日,省级,湖北,,2103.0,80.0,56.0,,295.0,350.0,,,
2985,2月2日,地区级,湖南,常德,3.0,,,,,,,,
2986,2月2日,地区级,湖南,郴州,3.0,,,,,,,,
2987,2月2日,地区级,湖南,衡阳,2.0,3.0,,,,,,,
2988,2月2日,地区级,湖南,怀化,1.0,,,,,,,,
2989,2月2日,地区级,湖南,娄底,6.0,,,,,,,,
2990,2月2日,地区级,湖南,邵阳,2.0,,,,,,,,
2991,2月2日,地区级,湖南,湘潭,3.0,3.0,,,,,,,
2992,2月2日,地区级,湖南,湘西自治州,,1.0,,,,,,,
2993,2月2日,地区级,湖南,益阳,3.0,,,,,,,,
2994,2月2日,地区级,湖南,永州,4.0,,,,,,,,
2995,2月2日,地区级,湖南,岳阳,17.0,,,,,,,,
2996,2月2日,地区级,湖南,长沙,13.0,,,,,,,,
2997,2月2日,地区级,湖南,株洲,1.0,1.0,,,,,,,
2998,2月2日,省级,湖南,,58.0,8.0,,,16.0,,,,
2999,2月2日,地区级,吉林,吉林,1.0,,,,,,,,
3000,2月2日,地区级,吉林,四平,3.0,,,,,,,,
3001,2月2日,地区级,吉林,长春,4.0,,,,,,,,
3002,2月2日,省级,吉林,,8.0,,,,1.0,,,,
3003,2月2日,地区级,江苏,淮安,5.0,,,,,,,,
3004,2月2日,地区级,江苏,连云港,1.0,,,,,,,,
3005,2月2日,地区级,江苏,南京,5.0,,,,,,,,
3006,2月2日,地区级,江苏,南通,2.0,,,,,,,,
3007,2月2日,地区级,江苏,苏州,6.0,1.0,,,,,,,
3008,2月2日,地区级,江苏,泰州,4.0,,,,,,,,
3009,2月2日,地区级,江苏,无锡,4.0,,,,,,,,
3010,2月2日,地区级,江苏,宿迁,1.0,,,,,,,,
3011,2月2日,地区级,江苏,徐州,6.0,,,,,,,,
3012,2月2日,地区级,江苏,扬州,1.0,,,,,,,,
3013,2月2日,省级,江苏,,35.0,1.0,,,7.0,,,,
3014,2月2日,地区级,江西,抚州,5.0,,,,,,,,
3015,2月2日,地区级,江西,赣州,2.0,,,,,,-1.0,,
3016,2月2日,地区级,江西,吉安,1.0,,,,,,,,
3017,2月2日,地区级,江西,九江,9.0,2.0,,,,,,,
3018,2月2日,地区级,江西,南昌,14.0,3.0,,,,,,,
3019,2月2日,地区级,江西,萍乡,3.0,,,,,,,,
3020,2月2日,地区级,江西,上饶,13.0,3.0,,,,,,,
3021,2月2日,地区级,江西,新余,7.0,,,,,,,,
3022,2月2日,地区级,江西,宜春,5.0,,,,,,,,
3023,2月2日,省级,江西,,59.0,8.0,,,18.0,,-1.0,,
3024,2月2日,地区级,辽宁,大连,2.0,,,,,,,,
3025,2月2日,地区级,辽宁,阜新,1.0,,,,,,,,
3026,2月2日,地区级,辽宁,辽阳,1.0,,,,,,,,
3027,2月2日,地区级,辽宁,盘锦,1.0,,,,,,,,
3028,2月2日,地区级,辽宁,铁岭,1.0,,,,,,,,
3029,2月2日,省级,辽宁,,6.0,,,,1.0,,,,
3030,2月2日,地区级,内蒙古,包头,1.0,,,,1.0,,,,
3031,2月2日,地区级,内蒙古,鄂尔多斯,3.0,,,,,,,,
3032,2月2日,地区级,内蒙古,呼和浩特,2.0,,,,,,,,
3033,2月2日,地区级,内蒙古,乌兰察布,1.0,,,,,,,,
3034,2月2日,省级,内蒙古,,7.0,,,,1.0,,,,
3035,2月2日,地区级,宁夏,银川,3.0,,,,,,,,
3036,2月2日,省级,宁夏,,3.0,,,,,,,,
3037,2月2日,地区级,青海,海北州,1.0,,,,,,,,
3038,2月2日,地区级,青海,西宁,3.0,,,,,,,,
3039,2月2日,省级,青海,,4.0,,,,,,,,
3040,2月2日,地区级,山东,菏泽,1.0,,,,,,,,
3041,2月2日,地区级,山东,济南,3.0,,,,,,,,
3042,2月2日,地区级,山东,济宁,4.0,,,,,,,,
3043,2月2日,地区级,山东,青岛,3.0,,,,,,,,
3044,2月2日,地区级,山东,日照,1.0,,,,,,,,
3045,2月2日,地区级,山东,泰安,2.0,1.0,,,,,,,
3046,2月2日,地区级,山东,威海,1.0,,,,,,,,
3047,2月2日,地区级,山东,潍坊,3.0,,,,,,,,
3048,2月2日,地区级,山东,烟台,2.0,,,,,,,,
3049,2月2日,地区级,山东,枣庄,1.0,,,,,,,,
3050,2月2日,省级,山东,,21.0,1.0,,,6.0,,,,
3051,2月2日,地区级,山西,大同,1.0,,,,,,,,
3052,2月2日,地区级,山西,晋城,3.0,,,,,,,,
3053,2月2日,地区级,山西,晋中,2.0,,,,,,,,
3054,2月2日,地区级,山西,阳泉,1.0,,,,,,,,
3055,2月2日,地区级,山西,运城,3.0,1.0,,,,,,,
3056,2月2日,省级,山西,,10.0,1.0,,,2.0,,,,
3057,2月2日,地区级,陕西,安康,1.0,,,,,,,,
3058,2月2日,地区级,陕西,宝鸡,1.0,,,,,,,,
3059,2月2日,地区级,陕西,铜川,1.0,,,,,,,,
3060,2月2日,地区级,陕西,渭南,1.0,,,,,,,,
3061,2月2日,地区级,陕西,西安,8.0,,,,,,,,
3062,2月2日,省级,陕西,,12.0,,,,,,,,
3063,2月2日,地区级,上海,宝山,2.0,,,,,,,,
3064,2月2日,地区级,上海,闵行,2.0,,,,,,,,
3065,2月2日,地区级,上海,浦东,3.0,,,,,,,,
3066,2月2日,地区级,上海,浦东,4.0,,,,,,,,
3067,2月2日,地区级,上海,普陀,1.0,,,,,,,,
3068,2月2日,地区级,上海,外地来沪,2.0,,,,,,,,
3069,2月2日,地区级,上海,杨浦,2.0,,,,,,,,
3070,2月2日,省级,上海,,16.0,,,,10.0,1.0,,,
3071,2月2日,地区级,四川,巴中,4.0,,,,,,,,
3072,2月2日,地区级,四川,成都,4.0,7.0,,,,1.0,,,
3073,2月2日,地区级,四川,达州,2.0,,,,,,,,
3074,2月2日,地区级,四川,甘孜,1.0,,,,,,,,
3075,2月2日,地区级,四川,广安,1.0,1.0,,,,,,,
3076,2月2日,地区级,四川,凉山,1.0,,,,,,,,
3077,2月2日,地区级,四川,泸州,1.0,,,,,,,,
3078,2月2日,地区级,四川,眉山,1.0,,,,,,,,
3079,2月2日,地区级,四川,绵阳,3.0,1.0,,,,,,,
3080,2月2日,地区级,四川,南充,3.0,,,,,,,,
3081,2月2日,地区级,四川,内江,1.0,,,,,,,,
3082,2月2日,地区级,四川,攀枝花,1.0,,,,,,,,
3083,2月2日,省级,四川,,23.0,9.0,,,12.0,1.0,,,
3084,2月2日,省级,台湾,,,,,,,,,,
3085,2月2日,地区级,天津,宝坻区,2.0,,,,,,,,
3086,2月2日,地区级,天津,和平区,1.0,,,,,,,,
3087,2月2日,地区级,天津,河东区,3.0,,,,,,,,
3088,2月2日,地区级,天津,红桥区,,1.0,,,,,,,
3089,2月2日,地区级,天津,宁河区,1.0,,,,,,,,
3090,2月2日,省级,天津,,7.0,1.0,,,1.0,,,,
3091,2月2日,省级,西藏,,,,,,,,,,
3092,2月2日,地区级,香港,香港,1.0,,,,,,,,
3093,2月2日,省级,香港,,1.0,,,,1.0,,,,
3094,2月2日,地区级,新疆,乌鲁木齐,2.0,,,,,,,,
3095,2月2日,地区级,新疆,伊犁州,1.0,,,,,,,,
3096,2月2日,省级,新疆,,3.0,,,,,,,,
3097,2月2日,地区级,云南,楚雄州,2.0,,,,,,,,
3098,2月2日,地区级,云南,德宏州,1.0,,,,,,,,
3099,2月2日,地区级,云南,昆明,1.0,,,,,,,,
3100,2月2日,地区级,云南,丽江,1.0,,,,,,,,
3101,2月2日,地区级,云南,曲靖,1.0,1.0,,,,,,,
3102,2月2日,地区级,云南,西双版纳州,1.0,,,,,,,,
3103,2月2日,地区级,云南,玉溪,1.0,,,,,,,,
3104,2月2日,地区级,云南,昭通,2.0,,,,,,,,
3105,2月2日,省级,云南,,10.0,1.0,,,3.0,,,,
3106,2月2日,地区级,浙江,杭州,8.0,,,,,,,,
3107,2月2日,地区级,浙江,湖州,3.0,,,,,,,,
3108,2月2日,地区级,浙江,金华,2.0,3.0,,,,,,,
3109,2月2日,地区级,浙江,丽水,2.0,,,,,,,,
3110,2月2日,地区级,浙江,宁波,9.0,,,,,,,,
3111,2月2日,地区级,浙江,衢州,1.0,,,,,,,,
3112,2月2日,地区级,浙江,绍兴,3.0,1.0,,,,,,,
3113,2月2日,地区级,浙江,台州,9.0,3.0,,,,,,,
3114,2月2日,地区级,浙江,温州,26.0,5.0,,,,,,,
3115,2月2日,地区级,浙江,舟山,,1.0,,,,,,,
3116,2月2日,省级,浙江,,63.0,13.0,,,36.0,,,,
3117,2月2日,地区级,重庆,巴南区,1.0,,,,,,,,
3118,2月2日,地区级,重庆,大足区,1.0,,,,,,,,
3119,2月2日,地区级,重庆,垫江县,1.0,,,,,,,,
3120,2月2日,地区级,重庆,奉节县,1.0,,,,,,,,
3121,2月2日,地区级,重庆,涪陵区,1.0,,,,,,,,
3122,2月2日,地区级,重庆,高新区,1.0,,,,,,,,
3123,2月2日,地区级,重庆,合川区,1.0,,,,,,,,
3124,2月2日,地区级,重庆,江北区,3.0,,,,,,,,
3125,2月2日,地区级,重庆,九龙坡区,2.0,,,,,,,,
3126,2月2日,地区级,重庆,开州区,1.0,,,,,,,,
3127,2月2日,地区级,重庆,梁平区,1.0,,,,,,,,
3128,2月2日,地区级,重庆,南岸区,2.0,,,,,,,,
3129,2月2日,地区级,重庆,綦江区,1.0,,,,,,,,
3130,2月2日,地区级,重庆,荣昌区,2.0,,,,,,,,
3131,2月2日,地区级,重庆,铜梁区,3.0,,,,,,,,
3132,2月2日,地区级,重庆,潼南区,1.0,,,,,,,,
3133,2月2日,地区级,重庆,万州区,10.0,,1.0,,,,,,
3134,2月2日,地区级,重庆,巫山县,1.0,2.0,,,,,,,
3135,2月2日,地区级,重庆,永川区,,1.0,,,,,,,
3136,2月2日,地区级,重庆,云阳县,,1.0,,,,,,,
3137,2月2日,地区级,重庆,长寿区,1.0,,,,,,,,
3138,2月2日,地区级,重庆,忠县,3.0,,,,,,,,
3139,2月2日,省级,重庆,,38.0,4.0,1.0,,7.0,2.0,,,
3140,2月2日,国家级,,,2829.0,147.0,57.0,,,,-4.0,,
3141,2月3日,地区级,安徽,安庆,8.0,,,,,,,,
3142,2月3日,地区级,安徽,蚌埠,6.0,,,,,,,,
3143,2月3日,地区级,安徽,亳州,9.0,,,,,,,,
3144,2月3日,地区级,安徽,池州,4.0,1.0,,,,,,,
3145,2月3日,地区级,安徽,滁州,3.0,2.0,,,,,,,
3146,2月3日,地区级,安徽,阜阳,14.0,,,,,,,,
3147,2月3日,地区级,安徽,合肥,6.0,3.0,,,,,,,
3148,2月3日,地区级,安徽,淮北,3.0,,,,,,,,
3149,2月3日,地区级,安徽,淮南,1.0,,,,,,,,
3150,2月3日,地区级,安徽,六安,10.0,,,,,,,,
3151,2月3日,地区级,安徽,铜陵,1.0,1.0,,,,,,,
3152,2月3日,地区级,安徽,芜湖,5.0,,,,,,,,
3153,2月3日,地区级,安徽,宿州,2.0,,,,,,,,
3154,2月3日,省级,安徽,,72.0,7.0,,,14.0,,,,
3155,2月3日,地区级,澳门,澳门,2.0,,,,,,,,
3156,2月3日,省级,澳门,,2.0,,,,,,,,
3157,2月3日,地区级,北京,昌平,1.0,,,,,,,,
3158,2月3日,地区级,北京,朝阳,5.0,,,,,,,,
3159,2月3日,地区级,北京,大兴,1.0,,,,,,,,
3160,2月3日,地区级,北京,地区待确认,,11.0,,,,,,,
3161,2月3日,地区级,北京,房山,1.0,,,,,,,,
3162,2月3日,地区级,北京,丰台,1.0,,,,,,,,
3163,2月3日,地区级,北京,海淀,3.0,,,,,,,,
3164,2月3日,地区级,北京,石景山,1.0,,,,,,,,
3165,2月3日,地区级,北京,外地来京,1.0,,,,,,,,
3166,2月3日,地区级,北京,西城,2.0,,,,,,,,
3167,2月3日,省级,北京,,16.0,11.0,,,23.0,1.0,,,
3168,2月3日,地区级,福建,福州,6.0,,,,,,,,
3169,2月3日,地区级,福建,龙岩,1.0,,,,,,,,
3170,2月3日,地区级,福建,莆田,3.0,1.0,,,,,,,
3171,2月3日,地区级,福建,泉州,4.0,,,,,,,,
3172,2月3日,地区级,福建,厦门,1.0,,,,,,,,
3173,2月3日,省级,福建,,15.0,1.0,,,1.0,,,,
3174,2月3日,地区级,甘肃,兰州,2.0,,,,,,,,
3175,2月3日,地区级,甘肃,天水,2.0,,,,,,,,
3176,2月3日,省级,甘肃,,4.0,,,,3.0,,,,
3177,2月3日,地区级,广东,地区待确认,,1.0,,,,,,,
3178,2月3日,地区级,广东,东莞,6.0,,,,,,,,
3179,2月3日,地区级,广东,佛山,3.0,,,,,,,,
3180,2月3日,地区级,广东,广州,27.0,,,,,,,,
3181,2月3日,地区级,广东,惠州,1.0,,,,,,,,
3182,2月3日,地区级,广东,江门,2.0,,,,,,,,
3183,2月3日,地区级,广东,茂名,1.0,,,,,,,,
3184,2月3日,地区级,广东,梅州,2.0,,,,,,,,
3185,2月3日,地区级,广东,清远,2.0,,,,,,,,
3186,2月3日,地区级,广东,汕头,1.0,,,,,,,,
3187,2月3日,地区级,广东,韶关,1.0,,,,,,,,
3188,2月3日,地区级,广东,深圳,43.0,5.0,,,,,,,
3189,2月3日,地区级,广东,阳江,2.0,,,,,,,,
3190,2月3日,地区级,广东,湛江,1.0,,,,,,,,
3191,2月3日,地区级,广东,肇庆,3.0,,,,,,,,
3192,2月3日,地区级,广东,中山,6.0,,,,,,,,
3193,2月3日,地区级,广东,珠海,13.0,,,,,,,,
3194,2月3日,省级,广东,,114.0,6.0,,,20.0,,,,
3195,2月3日,地区级,广西,北海,1.0,,,,,,,,
3196,2月3日,地区级,广西,防城港,2.0,,,,,,,,
3197,2月3日,地区级,广西,桂林,,4.0,,,,,,,
3198,2月3日,地区级,广西,河池,2.0,,,,,,,,
3199,2月3日,地区级,广西,柳州,1.0,,,,,,,,
3200,2月3日,地区级,广西,南宁,5.0,,,,,,,,
3201,2月3日,地区级,广西,钦州,1.0,,,,,,,,
3202,2月3日,地区级,广西,梧州,,1.0,,,,,,,
3203,2月3日,省级,广西,,12.0,5.0,,,7.0,,,,
3204,2月3日,地区级,贵州,毕节,4.0,,,,,,,,
3205,2月3日,地区级,贵州,贵阳,3.0,,,,,,,,
3206,2月3日,地区级,贵州,黔南州,1.0,,,,,,,,
3207,2月3日,地区级,贵州,黔西南州,1.0,,,,,,,,
3208,2月3日,地区级,贵州,遵义,1.0,,,,,,,,
3209,2月3日,省级,贵州,,10.0,,,,2.0,,,,
3210,2月3日,地区级,海南,澄迈县,1.0,,,,,,,,
3211,2月3日,地区级,海南,儋州,1.0,,,,,,,,
3212,2月3日,地区级,海南,定安县,2.0,,,,,,,,
3213,2月3日,地区级,海南,海口,1.0,,,,,,,,
3214,2月3日,地区级,海南,三亚,1.0,,,,,,,,
3215,2月3日,地区级,海南,万宁,3.0,,,,,,,,
3216,2月3日,省级,海南,,9.0,,,,4.0,1.0,,,
3217,2月3日,地区级,河北,沧州,1.0,,,,,,,,
3218,2月3日,地区级,河北,承德,1.0,,,,,,,,
3219,2月3日,地区级,河北,邯郸,3.0,,,,,,,,
3220,2月3日,地区级,河北,衡水,1.0,,,,,,,,
3221,2月3日,地区级,河北,石家庄,5.0,,,,,,,,
3222,2月3日,地区级,河北,邢台,2.0,,,,,,,,
3223,2月3日,省级,河北,,13.0,,,,3.0,1.0,,,
3224,2月3日,地区级,河南,安阳,4.0,,,,,,,,
